gene module_id
Phf21b MH_24
Kiaa0930 MH_20
Smc1b MH_24
Wnt7b grey
C22orf40 MH_02
Pkdrej MH_22
Celsr1 MH_02
Cerk MH_27
Brd1 MH_27
Alg12 MH_17
Mlc1 MH_23
Tubgcp6 MH_10
Hdac10 MH_02
Mapk12 MH_24
Mapk11 MH_04
Plxnb2 MH_01
Fam116b MH_14
Sbf1 MH_14
Lmf2 MH_30
Odf3b MH_10
Syce3 MH_24
Arsa grey
Rabl2a MH_03
Syt10 MH_20
Cpne8 MH_25
Kif21a MH_28
Abcd2 MH_14
Slc2a13 MH_20
Gxylt1 MH_27
Yaf2 MH_04
Zcrb1 MH_02
Prickle1 MH_27
Adamts20 MH_14
Pus7l MH_02
Nell2 grey
Dbx2 MH_21
Scaf11 MH_01
Slc38a1 MH_27
Slc38a2 MH_29
Amigo2 MH_14
Rpap3 MH_09
Endou MH_22
Hdac7 MH_16
Col2a1 MH_21
Senp1 MH_17
Asb8 MH_20
Or10ad1 MH_21
H1fnt MH_23
Znf641 MH_24
Lalba grey
C12orf41 MH_02
Snora34 MH_22
Snora2b MH_25
Ccnt1 MH_29
Adcy6 MH_12
Ddx23 MH_02
Rnd1 MH_25
Fkbp11 MH_28
Arf3 MH_28
Wnt10b MH_28
Ddn MH_24
Prkag1 MH_01
Mll2 MH_14
Rhebl1 MH_19
Dhh MH_25
Lmbr1l MH_27
C1ql4 MH_23
Mcrs1 MH_04
Fam186b MH_18
Fmnl3 MH_28
Nckap5l MH_14
Bcdin3d MH_20
Faim2 grey
Racgap1 MH_01
Cers5 MH_27
Lima1 MH_11
Uqcrh MH_21
Slc11a2 MH_17
Csrnp2 MH_12
Tfcp2 MH_15
Pou6f1 MH_13
Smagp MH_14
Cela1 MH_10
Galnt6 MH_14
Fignl2 MH_24
Krt80 MH_28
Krt83 MH_04
Krt81 MH_30
Krt84 MH_27
Krt82 MH_22
Krt6b MH_22
Krt6a MH_23
Krt71 MH_14
Krt74 MH_22
Krt72 MH_18
Krt73 MH_14
Krt1 MH_24
Krt76 MH_24
Krt4 grey
Krt78 MH_24
Krt8 MH_24
Spryd3 MH_04
Csad MH_21
Itgb7 MH_17
Rarg MH_14
Aaas MH_01
Sp7 MH_24
Map3k12 MH_04
Npff MH_14
Atf7 MH_14
Atp5g2 MH_03
Calcoco1 MH_04
Smug1 MH_27
Cbx5 MH_01
Nfe2 MH_04
Gpr84 grey
Znf385a grey
Itga5 MH_12
Gtsf1 MH_03
Ppp1r1a grey
Glycam1 grey
Znf263 MH_26
Or2c1 MH_14
Znf174 MH_14
Znf597 MH_13
Naa60 MH_03
Cluap1 MH_02
Dnase1 MH_21
Glis2 MH_20
Vasn MH_26
Dnaja3 MH_17
Hmox2 MH_03
C16orf96 grey
Mgrn1 MH_17
Loc440335 MH_31
Ubn1 MH_09
Sec14l5 MH_14
Alg1 MH_17
Rbfox1 MH_24
Mettl22 MH_18
Abat MH_29
Pmm2 MH_17
C16orf72 MH_27
Rpl39l MH_04
Atf7ip2 MH_01
Nubp1 MH_04
Ciita MH_24
Clec16a MH_17
Rmi2 MH_16
Tnfrsf17 MH_21
Snx29 grey
Ercc4 MH_27
Mkl2 MH_04
Rrn3 MH_14
Ntan1 MH_04
Mpv17l MH_24
Nde1 MH_01
Abcc1 MH_27
Snai2 MH_24
Efcab1 MH_10
Prkdc MH_17
Cebpd MH_01
Pkp2 MH_20
Yars2 MH_04
Top3b MH_17
Ppm1f MH_17
Mapk1 MH_27
Ypel1 MH_01
Ccdc116 grey
Ydjc MH_04
Ube2l3 MH_07
Rimbp3c MH_10
Hic2 grey
Tmem191b MH_04
Snap29 MH_04
Crkl MH_25
Aifm3 MH_21
Lztr1 MH_30
P2rx6 MH_24
Smpd4 MH_20
Klhl22 MH_02
Scarf2 MH_20
Tssk1b MH_14
Tssk2 MH_18
Dgcr6 MH_04
Rtn4r MH_19
Trmt2a MH_02
Arvcf grey
Txnrd2 MH_04
Gnb1l MH_14
Cldn5 MH_24
Ufd1l MH_09
C22orf39 MH_04
Hira grey
Or2l3 MH_31
B3gnt5 MH_08
Klhl24 MH_27
Yeats2 MH_15
Eif2b5 MH_04
Dvl3 MH_27
Ap2m1 MH_09
Abcf3 MH_12
Vwa5b2 MH_24
Ece2 MH_02
Psmd2 MH_09
Eif4g1 MH_02
Snord66 MH_20
Fam131a MH_24
Chrd MH_24
Ephb3 MH_21
Vps8 MH_03
Map3k13 MH_19
Senp2 MH_21
Dnajb11 MH_04
Eif4a2 MH_14
Adipoq MH_29
St6gal1 MH_14
Rtp1 MH_14
Rtp4 MH_17
Lpp MH_27
Tprg1 MH_04
Tp63 MH_28
Cldn16 MH_23
Ostn MH_24
Ccdc50 MH_07
Hrasls MH_25
Opa1 MH_02
Hes1 MH_22
Fam43a MH_08
Bdh1 MH_02
Dlg1 MH_27
Mfi2 MH_23
Pigz grey
Ncbp2 MH_03
Cep19 MH_03
Wdr53 MH_04
C3orf43 grey
Rnf168 MH_27
Ubxn7 MH_27
Tm4sf19 MH_14
Tctex1d2 MH_04
Pcyt1a MH_25
Zdhhc19 grey
Tfrc MH_28
Tnk2 MH_28
Muc4 MH_29
Fyttd1 MH_27
Lrch3 MH_13
Lmln grey
Osbpl11 MH_27
Snx4 MH_02
Znf148 MH_02
Slc12a8 MH_23
Heg1 MH_01
Itgb5 MH_05
Ropn1 MH_24
Ccdc14 MH_01
Mylk MH_14
Ptplb MH_09
Adcy5 MH_19
Sema5b MH_23
Hspbap1 MH_02
Parp9 MH_17
Kpna1 MH_29
Wdr5b MH_04
Ccdc58 MH_02
Csta MH_05
Ildr1 MH_06
Iqcb1 MH_10
Golgb1 MH_27
Hcls1 MH_07
Polq MH_01
Rabl3 MH_04
Fstl1 MH_24
Lrrc58 MH_28
Gpr156 MH_12
Gsk3b MH_14
C3orf15 MH_04
Cox17 MH_07
Popdc2 MH_07
Cd80 MH_23
Tmem39a MH_27
B4galt4 MH_04
Igsf11 MH_21
Lsamp MH_24
Zbtb20 MH_14
Drd3 MH_20
Kiaa1407 MH_02
Naa50 MH_01
Kiaa2018 MH_28
Sidt1 MH_17
Spice1 MH_16
Wdr52 MH_24
C3orf17 MH_22
Cd200r1 MH_02
Cd200r1l MH_11
Ccdc80 MH_18
Atg3 MH_02
Btla MH_17
Slc9a10 grey
Gcet2 MH_10
Abhd10 MH_21
Dppa4 MH_27
Morc1 MH_25
Retnlb MH_14
Kiaa1524 MH_01
Myh15 MH_12
Ift57 MH_02
Cd47 MH_08
Cblb MH_27
Senp7 MH_17
Impg2 MH_25
Abi3bp MH_18
Tomm70a MH_02
Filip1l MH_02
Dcbld2 MH_21
Cpox MH_01
Cldnd1 MH_07
Or5h15 MH_15
Gabrr3 grey
Stx19 MH_24
Pros1 MH_14
Cggbp1 MH_27
Pou1f1 MH_24
Vgll3 MH_23
Gbe1 MH_02
Robo1 grey
Rbm11 MH_20
Usp25 MH_09
Linc00478 MH_24
Cxadr MH_27
Chodl MH_24
Ncam2 MH_29
Jam2 MH_02
Gabpa MH_09
N6amt1 MH_02
Usp16 MH_09
C21orf7 MH_25
Bach1 MH_14
Krtap13-1 MH_24
Krtap13-2 MH_10
Krtap20-2 MH_10
Sod1 MH_04
Hunk MH_23
Mrap MH_10
C21orf63 MH_01
C21orf62 MH_19
Olig2 MH_12
Olig1 MH_24
Ifnar2 MH_17
Il10rb MH_17
Ifnar1 MH_27
Ifngr2 MH_14
Gart MH_02
Son MH_26
Itsn1 MH_23
Kcne2 MH_18
Fam165b MH_04
Clic6 MH_21
Cbr1 MH_02
Cbr3 MH_24
Dopey2 MH_17
Morc3 MH_17
Chaf1b MH_01
Sim2 MH_02
Dscr6 MH_10
Ttc3 MH_10
Dyrk1a MH_27
Kcnj15 grey
Ets2 MH_14
Wrb MH_12
Sh3bgr MH_21
B3galt5 MH_28
Igsf5 MH_28
Pcp4 MH_10
Bace2 MH_05
Mx1 MH_17
Mefv MH_25
C16orf90 MH_02
Nlrc3 MH_30
Slx4 grey
Trap1 MH_02
Crebbp MH_13
Adcy9 grey
Srl MH_24
Tfap4 MH_14
Pam16 MH_04
Coro7 MH_30
Nmral1 MH_01
C16orf5 MH_27
Fam100a MH_30
Anks3 MH_12
Sept12 MH_21
Rogdi MH_04
Glyr1 MH_02
Ppl MH_22
Nagpa MH_16
C16orf89 MH_24
Fam86b2 MH_17
Tmem114 MH_23
Tmem186 MH_17
Carhsp1 MH_07
Usp7 MH_14
Grin2a MH_21
Emp2 grey
Tekt5 MH_24
Fam18a MH_28
Dexi MH_02
Socs1 MH_14
Tnp2 MH_03
Prm3 MH_23
Prm1 MH_21
Litaf MH_29
Txndc11 MH_27
Zc3h7a MH_26
Rsl1d1 MH_06
Gspt1 MH_02
Cpped1 MH_27
Parn MH_04
Pla2g10 MH_23
Pdxdc1 MH_27
Kiaa0430 MH_12
Myh11 MH_21
Fopnl MH_03
Ube2v2 MH_01
Mcm4 MH_01
Mzt2b MH_04
Kiaa0146 MH_01
Dnm1l MH_27
Fgd4 MH_14
Spag6 MH_29
Igll1 grey
Vpreb1 MH_24
Ppil2 MH_03
Sdf2l1 MH_01
Pi4ka MH_04
Thap7 MH_03
Loc400891 MH_24
Slc7a4 grey
Med15 MH_30
Dgcr2 MH_27
Dgcr14 MH_27
Gsc2 MH_23
Slc25a1 MH_06
Prodh grey
Zdhhc8 MH_14
Ranbp1 MH_02
C22orf25 MH_02
Tbx1 MH_20
Cdc45 MH_01
Mrpl40 MH_03
Or2m3 MH_24
Or2m5 MH_14
Or2l8 MH_02
Or2l13 MH_17
Or2aj1 MH_02
Or2ae1 MH_14
Lamp3 MH_23
Klhl6 MH_17
Map6d1 MH_22
Parl MH_04
Abcc5 MH_17
Alg3 MH_02
Camk2n2 grey
Clcn2 MH_14
Thpo MH_24
C3orf70 MH_14
Ehhadh MH_14
Tmem41a MH_24
Liph MH_29
Igf2bp2 MH_10
Tra2b MH_04
Etv5 MH_01
Dgkg MH_27
Crygs MH_21
Tbccd1 MH_17
Sst MH_24
Rtp2 MH_22
Bcl6 MH_27
Leprel1 MH_07
Cldn1 MH_28
Tmem207 MH_24
Gmnc grey
Uts2d MH_28
Fgf12 MH_10
Mb21d2 MH_24
Atp13a5 grey
Atp13a4 MH_22
Lrrc15 MH_22
Gp5 MH_10
Atp13a3 MH_22
Tmem44 MH_21
Lsg1 MH_02
Xxylt1 MH_26
Acap2 MH_14
Ppp1r2 MH_27
Apod MH_25
Loc152217 MH_04
Senp5 MH_04
Pak2 MH_27
Pigx MH_02
Lrrc33 MH_17
Fbxo45 MH_27
Ostalpha MH_23
Kiaa0226 MH_17
Iqcg grey
Umps MH_04
Kalrn MH_25
Sec22a MH_02
Pdia5 MH_21
Dirc2 MH_14
Parp14 MH_17
Fam162a MH_04
Casr MH_19
Cd86 MH_27
Slc15a2 MH_26
Eaf2 MH_01
Fbxo40 MH_24
Stxbp5l MH_21
Gtf2e1 MH_04
Pla1a MH_01
Adprh MH_04
Timmdc1 MH_04
Poglut1 MH_03
Arhgap31 MH_27
Upk1b MH_24
C3orf30 MH_10
Gap43 MH_24
Tigit MH_07
Qtrtd1 MH_12
Zdhhc23 MH_12
Gramd1c MH_09
Atp6v1a MH_07
Boc MH_24
Gtpbp8 MH_02
Slc35a5 MH_16
C3orf52 MH_24
Tmprss7 MH_18
Tagln3 grey
Phldb2 MH_22
Plcxd2 MH_29
Cd96 MH_31
Pvrl3 MH_21
Flj22763 MH_14
Trat1 MH_12
Dzip3 MH_04
Loc285205 grey
Bbx MH_02
Ccdc54 MH_22
Loc344595 MH_09
Alcam MH_07
Zpld1 MH_23
Nfkbiz MH_29
Fam55c MH_17
Cep97 MH_17
Pcnp MH_27
Rg9mtd1 MH_02
Tfg MH_08
Gpr128 MH_23
Nit2 MH_02
Tbc1d23 MH_27
Tmem30c MH_24
C3orf26 MH_01
Col8a1 MH_25
St3gal6 MH_01
Gpr15 MH_18
Or5k1 MH_21
Or5k2 MH_21
Or5k4 MH_24
Or5h2 MH_21
Or5h6 MH_04
Or5h1 MH_24
Or5h14 MH_10
Or5ac2 grey
Crybg3 MH_07
Arl6 MH_03
Epha6 MH_21
Nsun3 MH_04
Arl13b MH_09
Epha3 MH_01
C3orf38 MH_02
Znf654 MH_04
Htr1f MH_18
Chmp2b MH_02
Cadm2 MH_12
Robo2 grey
Lipi MH_24
Hspa13 MH_27
Samsn1 MH_29
Nrip1 MH_27
Fau MH_02
C21orf91 MH_29
Tmprss15 MH_14
Mrpl39 MH_02
Atp5j MH_02
App MH_14
Cyyr1 MH_25
Adamts1 MH_24
Adamts5 MH_20
Ltn1 MH_04
Cct8 MH_04
Grik1 MH_24
Cldn17 MH_14
Cldn8 MH_21
Krtap24-1 MH_23
Krtap26-1 MH_18
Krtap27-1 MH_24
Krtap19-2 MH_24
Krtap19-3 MH_24
Krtap19-5 MH_04
Krtap21-1 MH_18
Loc647264 MH_02
Krtap7-1 MH_12
Tiam1 MH_28
Scaf4 MH_30
Mis18a MH_02
Urb1 MH_17
C21orf59 MH_02
Synj1 MH_08
Gcfc1 MH_26
Tmem50b MH_14
Dnajc28 MH_12
Donson MH_27
Cryzl1 MH_04
Kcne1 grey
Rcan1 MH_25
Runx1 MH_10
Setd4 MH_14
Cldn14 MH_12
Hlcs MH_02
Pigp MH_02
Dscr3 MH_01
Kcnj6 MH_24
Erg grey
Psmg1 MH_02
Brwd1 MH_13
Lca5l MH_24
Dscam grey
Mx2 MH_17
Fam3b MH_18
Tmprss2 MH_21
Ripk4 MH_24
Prdm15 MH_11
C2cd2 MH_02
Znf295 MH_29
Scaf8 MH_27
Tiam2 MH_10
Cldn20 MH_14
Arid1b MH_02
Zdhhc14 MH_14
Snx9 MH_28
Synj2 MH_27
Gtf2h5 MH_04
Tulp4 MH_02
Sytl3 MH_27
Rps6ka2 MH_10
Tagap MH_12
Fgfr1op MH_07
Ccr6 MH_04
Prr18 MH_22
T MH_24
Pde10a MH_21
C6orf118 MH_02
Park2 MH_14
Agpat4 MH_05
Map3k4 MH_04
Slc22a2 MH_24
Airn MH_25
Tcp1 MH_02
Snora20 MH_19
Sod2 MH_02
Mllt4 MH_27
Smoc2 MH_12
C6orf120 MH_29
C6orf70 MH_04
Dll1 MH_23
Fam120b MH_17
Tbp MH_04
Chd1 MH_27
Riok2 MH_27
Lix1 MH_21
Linc00085 MH_27
Fpr2 MH_20
Vn1r2 MH_24
Ppp2r1a MH_09
Loc442075 MH_14
Vn1r3 MH_24
Vn1r4 MH_21
Znf571 MH_04
Znf347 MH_10
Znf229 grey
Zscan10 MH_23
Ccdc64b MH_04
Cldn6 MH_20
Srrm2 MH_26
Prss21 MH_01
Prss27 MH_14
Abca3 MH_17
Rnps1 MH_01
Eci1 MH_04
Pgp MH_04
C16orf79 MH_19
Caskin1 MH_26
Pkd1 MH_14
Nthl1 MH_14
Znf598 MH_27
Rpl3l MH_24
Sepx1 MH_07
C16orf73 MH_24
Hagh MH_28
Igfals MH_21
Spsb3 MH_25
Mrps34 MH_02
Ift140 MH_20
Ptx4 MH_22
Clcn7 MH_14
Ccdc154 MH_28
C16orf91 MH_23
Unkl MH_26
C16orf42 MH_02
Prss29p MH_22
Tpsb2 MH_19
Tpsg1 MH_21
Tekt4 grey
Lmf1 MH_17
Rpusd1 MH_04
Mslnl MH_24
Narfl MH_12
Ccdc78 MH_28
Metrn MH_04
Fbxl16 MH_24
Wdr24 MH_17
Jmjd8 MH_14
C16orf13 MH_03
Pigq MH_02
Solh MH_26
Tmem8a MH_03
Mrpl28 MH_02
Axin1 MH_02
Rgs11 MH_20
Luc7l MH_26
Neurl1b MH_14
Ergic1 MH_28
Atp6v0e1 MH_03
C5orf41 MH_13
Bnip1 MH_19
Phf1 MH_12
Ggnbp1 MH_19
Itpr3 MH_14
Pacsin1 MH_04
Snrpc MH_23
Uhrf1bp1 MH_24
Anks1a MH_14
Scube3 MH_21
Znf76 grey
Def6 MH_17
Ppard grey
Fance MH_04
Rpl10a MH_02
C6orf81 MH_28
C6orf126 MH_20
Lhfpl5 MH_10
Mapk14 MH_07
Mapk13 MH_12
Brpf3 MH_07
Pnpla1 MH_23
Kctd20 MH_25
Srsf3 MH_25
Cdkn1a MH_28
Rab44 MH_24
C6orf89 MH_01
Pi16 MH_19
Fgd2 MH_22
Pim1 MH_29
Tbc1d22b MH_15
Rnf8 MH_09
Zfand3 MH_14
Dnah8 MH_17
Glp1r MH_10
Umodl1 MH_24
Abcg1 MH_14
Ubash3a MH_16
Slc37a1 MH_14
Pde9a MH_20
Ndufv3 MH_03
Pknox1 grey
Cryaa MH_24
Rrp1b MH_02
Wiz MH_01
Cyp4f22 MH_24
Cyp4f8 grey
Cyp4f11 MH_24
Cyp4f2 MH_14
Znf799 MH_12
Znf563 MH_12
Or10h5 grey
Or10h3 MH_24
Actl9 MH_24
Adamts10 MH_14
Myo1f MH_01
Znf414 MH_01
Pram1 MH_10
Rab11b MH_09
Kank3 grey
Ndufa7 MH_04
Cd320 MH_04
Daxx MH_17
Tapbp MH_14
Zbtb22 MH_04
Rgl2 MH_17
Wdr46 MH_02
Vps52 MH_04
Rxrb MH_12
Col11a2 MH_24
Hla-doa MH_14
Hla-dma MH_14
Hla-dmb MH_14
Tap1 MH_17
Psmb8 MH_02
Tap2 MH_02
Hla-dob MH_14
Hla-dqb1 MH_10
Hla-drb1 MH_12
Btnl2 MH_30
Btnl3 MH_24
Notch4 MH_22
Gpsm3 MH_30
Pbx2 MH_17
Ager MH_28
Agpat1 MH_16
Prrt1 MH_29
Fkbpl MH_04
Atf6b MH_16
Tnxb MH_22
Dom3z MH_27
Rdbp MH_01
Zbtb12 MH_02
Ehmt2 MH_04
Slc44a4 grey
Neu1 MH_24
Hspa1l MH_17
Lsm2 MH_01
Vars MH_01
C6orf27 MH_21
Clic1 MH_30
Ddah2 MH_19
C6orf25 MH_26
Ly6g6e grey
Abhd16a MH_04
Ly6g5c MH_14
Gpank1 MH_04
C6orf47 MH_17
Bag6 MH_27
Ltb MH_14
Nfkbil1 MH_04
Atp6v1g2 MH_09
Ddx39b MH_14
Hla-b MH_21
Hla-a MH_27
Pou5f1 MH_23
Cchcr1 MH_01
Psors1c2 MH_23
Cdsn grey
C6orf15 MH_27
Sfta2 MH_24
Ddr1 MH_24
Ier3 MH_28
Flot1 MH_04
Mdc1 MH_14
Nrm MH_01
Ppp1r18 grey
Dhx16 grey
Ppp1r10 MH_17
Trim26 MH_13
Trim10 MH_24
Rnf39 MH_27
Znrd1-as1 MH_17
Zfp57 MH_19
Gabbr1 MH_26
Ubd MH_11
Or11a1 MH_23
Hla-g MH_02
Or12d3 MH_21
Or5v1 MH_24
Or14j1 grey
Or2n1p MH_17
Rhag MH_23
Mut MH_04
C6orf138 grey
Tnfrsf21 MH_30
Gpr110 MH_24
Gpr116 grey
Pla2g7 grey
Cyp39a1 MH_05
Rcan2 MH_01
Enpp5 MH_12
Clic5 MH_12
Runx2 MH_27
Supt3h MH_04
Aars2 MH_14
Tcte1 MH_24
Nfkbie MH_29
Slc35b2 MH_03
Slc29a1 MH_03
Tmem63b MH_13
Mrpl14 MH_03
Mrps18a MH_17
Gtpbp2 MH_12
Xpo5 MH_02
Yipf3 MH_09
C6orf154 MH_31
Dlk2 MH_21
Znf318 MH_06
Crip3 MH_21
C6orf108 MH_01
Mrpl2 MH_02
Cul7 MH_23
Mea1 MH_04
Pex6 MH_04
C6orf226 MH_15
Tbcc MH_02
Prph2 MH_19
Trerf1 MH_19
Mrps10 MH_03
Guca1b MH_24
C6orf132 MH_18
Ccnd3 MH_16
Med20 MH_04
Usp49 MH_01
Frs3 MH_23
Pgc MH_25
Tfeb MH_01
Trem1 MH_24
Treml4 MH_10
Treml2 MH_14
Trem2 MH_19
Treml1 MH_30
C6orf130 MH_04
Lrfn2 MH_20
Mocs1 MH_14
Kif6 MH_25
Plcl2 MH_09
Kcnh8 MH_24
Rab5a MH_27
Kat2b MH_17
St6gal2 MH_21
Ebi3 MH_05
Ccdc94 grey
Shd MH_20
Fsd1 MH_24
Mpnd MH_17
Chaf1a MH_01
Hdgfrp2 MH_02
Fem1a MH_10
Uhrf1 MH_01
Kdm4b MH_12
Safb MH_02
Tmem146 grey
Ranbp3 MH_23
Ndufa11 MH_03
Dus3l MH_18
Clpp MH_03
Alkbh7 MH_03
Crb3 MH_03
Tnfsf9 MH_28
Trip10 MH_07
Vav1 MH_17
Emr1 MH_12
Cntnap5 MH_21
Fer MH_10
Man2a1 MH_05
Ppp4r1 MH_08
Wash2p MH_27
Ddx11 MH_17
Lama1 MH_22
L3mbtl4 MH_23
Tmem200c MH_19
Epb41l3 MH_11
Zfp161 MH_02
C18orf42 MH_24
Dlgap1 MH_24
Myom1 MH_21
Wdr43 MH_15
Snord92 MH_21
Snord53 MH_26
Fam179a MH_04
Clip4 MH_26
Ypel5 MH_27
Lbh MH_16
Lclat1 MH_04
Ehd3 MH_17
Spast MH_04
Slc30a6 MH_21
Yipf4 MH_09
Birc6 MH_17
Ttc27 MH_02
Ltbp1 MH_24
Rasgrp3 MH_25
Crim1 MH_14
Vit MH_25
Ccdc75 MH_04
C2orf56 MH_04
Qpct MH_15
Cdc42ep3 MH_03
Fam82a1 MH_09
Galm MH_04
Ttc39dp MH_10
Gemin6 MH_02
Arhgef33 MH_24
Tmem178 MH_28
Pkdcc MH_27
Eml4 MH_09
Mta3 MH_14
Plekhh2 MH_24
Dync2li1 MH_18
Abcg8 MH_11
Ppm1b MH_10
Slc3a1 grey
Camkmt MH_01
Six3 MH_24
Epas1 MH_27
Loc388946 grey
Rhoq MH_27
Cript MH_09
Socs5 MH_27
Ttc7a MH_15
Epcam MH_01
Msh2 MH_02
Msh6 MH_04
Foxn2 MH_17
Ppp1r21 MH_17
Ston1 MH_02
Gtf2a1l MH_23
Nrxn1 MH_18
Nanp MH_02
Adcyap1 MH_23
Tfb1m MH_02
Nox3 MH_18
C6orf35 MH_04
Ldhal6b MH_21
Serac1 MH_28
Ezr MH_17
Rsph3 MH_04
Fndc1 MH_25
Qki MH_27
Pacrg grey
Slc22a3 MH_21
Slc22a1 MH_28
Igf2r MH_27
Mas1 grey
Pnldc1 MH_24
Mrpl18 MH_03
Acat2 MH_11
Wtap MH_20
Gpr31 grey
Ttll2 MH_27
Unc93a MH_21
Dact2 MH_22
Thbs2 MH_25
Wdr27 MH_14
Psmb1 MH_04
Prdm9 MH_14
Rgmb MH_14
Lnpep MH_27
Has1 MH_20
Fpr1 MH_11
Znf620 MH_04
Znf213 MH_04
Znf205 grey
Mmp25 MH_20
Tnfrsf12a MH_28
Cldn9 MH_23
Paqr4 MH_01
Kremen2 MH_01
Flywch1 MH_03
Flywch2 MH_27
Tceb2 MH_04
Prss33 MH_24
Prss41 MH_01
Prss30p MH_08
Prss22 MH_21
Kctd5 MH_04
Pdpk1 MH_25
Amdhd2 MH_04
Atp6v0c MH_29
Tbc1d24 MH_21
Ntn3 MH_10
C16orf59 MH_20
Abca17p MH_14
Dnase1l2 MH_14
E4f1 MH_27
Mlst8 MH_15
Traf7 MH_27
Rab26 grey
Tsc2 grey
Slc9a3r2 MH_24
Npw grey
Syngr3 MH_11
Gfer MH_04
Tbl3 MH_03
Rnf151 MH_18
Snhg9 MH_10
Snora78 MH_14
Ndufb10 MH_02
Fahd1 MH_02
Nubp2 MH_04
Mapk8ip3 MH_26
Hn1l MH_01
Cramp1l MH_27
Tmem204 MH_21
Telo2 MH_02
Baiap3 grey
Cacna1h MH_10
Sstr5 MH_21
Sox8 MH_01
Msln MH_21
Haghl MH_07
Fam173a MH_04
Rhbdl1 MH_19
Rhot2 MH_16
Wdr90 MH_01
Fam195a MH_04
Wfikkn1 grey
Rab40c MH_06
Nhlrc4 MH_25
Rab11fip3 MH_24
Nme4 MH_15
Arhgdig grey
Itfg3 MH_18
Dusp1 MH_29
Nkx2-5 MH_22
Cuta MH_03
Bak1 MH_30
C6orf125 MH_02
Ip6k3 MH_14
Lemd2 MH_27
Grm4 MH_22
C6orf1 MH_04
Rps10 MH_02
Spdef MH_29
C6orf106 MH_04
Taf11 MH_04
Tcp11 MH_27
Tead3 MH_24
Tulp1 MH_10
Fkbp5 MH_01
Clps MH_21
Srpk1 MH_16
Slc26a8 grey
C6orf222 MH_22
Pxt1 MH_01
Stk38 MH_17
Cpne5 MH_19
Ppil1 MH_01
Mtch1 MH_01
Tmem217 MH_24
Ccdc167 MH_04
Mdga1 MH_24
Btbd9 MH_27
Glo1 MH_03
Tff2 MH_10
Tff1 MH_05
Tmprss3 MH_24
Rsph1 MH_04
Wdr4 MH_14
Cbs MH_22
U2af1 MH_25
Sik1 MH_29
Hsf2bp MH_24
Notch3 grey
Ephx3 MH_29
Brd4 MH_27
Akap8 MH_14
Akap8l MH_02
Cyp4f12 grey
Or10h2 MH_14
Znf823 MH_10
Hnrnpm MH_02
March2 MH_06
Angptl4 MH_01
Rps28 MH_14
Kifc1 MH_01
Pfdn6 MH_02
B3galt4 MH_10
Ring1 MH_12
Hsd17b8 MH_14
Slc39a7 MH_14
Hla-dpb2 MH_10
Brd2 MH_26
Psmb9 MH_17
Hla-dqa1 MH_12
Hla-dra MH_01
Rnf5 MH_04
Egfl8 MH_26
Ppt2 MH_30
Cyp21a1p MH_28
C4a MH_12
Stk19 MH_27
Skiv2l MH_27
Cfb MH_14
C2 grey
C6orf48 MH_02
Snord52 MH_30
Hspa1b grey
Hspa1a grey
C6orf26 MH_21
Msh5 MH_21
Ly6g6d MH_24
Ly6g6f MH_24
Ly6g5b MH_28
Csnk2b MH_06
Prrc2a MH_30
Aif1 MH_11
Lst1 MH_10
Tnf MH_14
Lta MH_28
Tcf19 MH_01
Muc21 grey
Dpcr1 MH_23
Vars2 MH_18
Gtf2h4 MH_02
Tubb MH_01
C6orf136 MH_30
Atat1 MH_27
Mrps18b MH_02
Prr3 MH_24
Hla-l MH_27
Rpp21 MH_04
Trim39 MH_26
Ppp1r11 MH_03
Znrd1 MH_03
Hla-f MH_20
Mog MH_24
Or2h2 MH_20
Or2h1 MH_01
Or10c1 MH_24
Or12d2 MH_24
Or2j3 MH_10
Pgk2 MH_23
Crisp3 MH_14
Crisp2 MH_24
C6orf141 MH_24
Glyatl3 grey
Cenpq MH_02
Opn5 MH_21
Gpr111 MH_21
Cd2ap MH_10
Mep1a MH_10
Loc100287718 MH_23
Tdrd6 MH_28
Slc25a27 MH_17
Enpp4 MH_10
Spats1 MH_04
Hsp90ab1 MH_02
Capn11 MH_01
Vegfa MH_24
Rsph9 MH_10
Mad2l1bp MH_02
Polh MH_01
Polr1c MH_02
Tjap1 MH_27
Abcc10 MH_30
Slc22a7 MH_12
Ttbk1 MH_04
Cul9 MH_14
Srf MH_30
Ptk7 MH_20
Klc4 MH_27
Rrp36 MH_20
Klhdc3 MH_27
Ppp2r5d MH_01
Cnpy3 MH_28
Ptcra MH_23
Rpl7l1 MH_04
Kiaa0240 MH_25
Ubr2 MH_27
Guca1a MH_21
Taf8 MH_22
Bysl MH_02
Mdfi MH_24
Foxp4 MH_07
Nfya MH_26
Apobec2 MH_01
Tspo2 grey
Daam2 MH_24
Rftn1 MH_28
Dazl grey
Tbc1d5 MH_17
Satb1 MH_27
Efhb MH_21
Pp2d1 MH_21
Sgol1 MH_01
Sult1c2 grey
Slc5a7 grey
Stap2 MH_21
Sh3gl1 MH_14
Ubxn6 MH_04
Plin4 grey
Plin5 MH_10
Sema6b MH_20
C19orf10 MH_03
Dpp9 MH_03
Ticam1 MH_07
Plin3 MH_16
Arrdc5 MH_23
Ptprs MH_04
Znrf4 MH_22
Safb2 MH_13
C19orf70 MH_03
Lonp1 MH_02
Vmac MH_14
Nrtn grey
Rfx2 MH_12
Acsbg2 grey
