gene module_id
Chchd4 MH_04
Xpc MH_14
Grip2 MH_10
Mrps25 MH_04
Zfyve20 MH_27
Trh MH_14
Prickle2 MH_24
Adamts9 MH_24
Magi1 MH_23
Lrig1 MH_13
Suclg2 MH_02
Fam19a4 MH_24
C3orf64 MH_08
Tmf1 MH_09
Uba3 MH_17
Lmod3 MH_12
Frmd4b MH_29
Loc100128160 MH_24
Foxp1 MH_14
Eif4e3 MH_12
Prok2 MH_21
Rybp MH_24
Shq1 MH_02
Pdzrn3 MH_24
Cntn3 MH_24
Crbn MH_27
Sumf1 MH_27
C3orf32 MH_22
Oxtr MH_20
Rad18 MH_01
Srgap3 MH_06
Lhfpl4 grey
Camk1 MH_19
Tada3 MH_20
Rpusd3 MH_03
Cidec MH_18
Prrt3 MH_24
Tmem111 MH_09
C3orf24 MH_27
Ghrl MH_28
Sec13 MH_04
Atp2b2 MH_11
Vgll4 MH_27
Tamm41 MH_19
Timp4 MH_21
Loc100129480 MH_04
Raf1 MH_07
Tmem40 MH_21
Rpl32 MH_03
Snora7a MH_24
C3orf25 MH_07
Mbd4 MH_01
Plxnd1 MH_05
Tmcc1 MH_27
Znf22 MH_01
Rassf4 MH_11
Tmem72 grey
Fxyd4 MH_18
Csgalnact2 MH_27
Ret MH_04
Znf25 MH_21
Ankrd26 MH_17
Cacna1c MH_21
Lrtm2 MH_23
Adipor2 MH_09
Wnt5b MH_26
Erc1 MH_04
Wnk1 MH_27
B4galnt3 MH_14
Ccdc77 MH_01
Cecr6 MH_21
Cecr5 MH_17
Atp6v1e1 MH_09
Bid MH_04
Mical3 MH_24
Iqsec3 MH_22
Klrg1 MH_19
Phc1 MH_27
Rimklb MH_21
Apobec1 MH_17
Gdf3 MH_22
Slc2a3 MH_28
C3ar1 MH_27
Pex5 MH_27
Clstn3 MH_25
C1s MH_21
Emg1 MH_04
Ptpn6 MH_04
Atn1 MH_14
Eno2 MH_24
Lrrc23 MH_04
Tpi1 MH_09
Usp5 MH_01
Gnb3 grey
Leprel2 MH_24
Gpr162 MH_28
Cd4 grey
Lag3 MH_07
Ptms MH_07
Cops7a MH_03
Ncapd2 MH_01
Scarna10 MH_21
Tapbpl MH_14
Cd27 MH_16
Ltbr MH_24
Ntf3 MH_14
Kcna5 MH_24
Kcna1 MH_21
Ndufa9 MH_04
Dyrk4 MH_21
Rad51ap1 MH_01
C12orf5 MH_27
Ccnd2 MH_14
Prmt8 MH_28
Tspan9 MH_18
Tead4 MH_20
Tulp3 MH_14
Itfg2 MH_14
Fkbp4 MH_17
Pzp MH_24
Ovos MH_21
Klrb1 MH_24
Cd69 MH_29
Loc100506159 MH_28
Clec12b MH_04
Clec1a MH_24
Clec7a MH_23
Olr1 MH_28
Klrk1 MH_04
Klrc3 MH_20
Klrc2 MH_27
Klrc1 MH_07
Klrap1 MH_14
Magohb MH_04
Styk1 MH_28
Csda MH_07
Tas2r10 MH_21
Prb1 grey
Tas2r13 MH_24
Tas2r31 MH_18
Tas2r14 MH_24
Lrp6 MH_14
Mansc1 MH_04
Dusp16 MH_27
Gpr19 MH_02
Gsg1 grey
Plbd1 MH_11
Hist4h4 MH_01
Wbp11 MH_30
C12orf69 MH_24
Art4 MH_14
Mgp MH_25
Erp27 MH_12
Arhgdib MH_17
Rerg MH_31
Eps8 MH_21
Slc15a5 MH_24
Lmo3 MH_21
Rergl MH_14
Plcz1 grey
Slco1a2 MH_27
Recql MH_02
Ldhb MH_12
Kcnj8 grey
Abcc9 grey
St8sia1 MH_14
Kiaa0528 MH_04
Sox5 grey
Bcat1 MH_01
Casc1 grey
Kras MH_29
Ifltd1 MH_24
Bhlhe41 MH_11
Itpr2 MH_14
C12orf11 MH_14
Tm7sf3 MH_04
C12orf71 MH_13
Mansc4 MH_21
Pthlh MH_24
Ergic2 MH_08
Tmtc1 MH_22
Ipo8 MH_08
Caprin2 MH_17
Amn1 MH_04
Myadm MH_20
Prkcg MH_29
Cacng7 grey
Cacng8 MH_21
Cacng6 MH_24
Ndufa3 MH_03
Prpf31 MH_02
Tmc4 MH_24
Tsen34 grey
Rps9 MH_02
Ttyh1 MH_26
Leng8 MH_26
Lilra5 MH_22
Ncr1 MH_04
C19orf51 grey
Suv420h2 MH_25
Tmem190 grey
Isoc2 MH_02
Znf628 MH_01
Nat14 MH_12
Ssc5d MH_23
Znf524 MH_03
Znf865 MH_14
Znf580 MH_28
U2af2 MH_10
Epn1 MH_28
Znf444 MH_11
Galp MH_24
Zscan5b MH_01
Znf667 grey
Znf471 MH_14
Zfp28 MH_14
Loc147670 MH_25
Aurkc grey
Znf418 MH_02
Vn1r1 MH_29
Znf606 MH_17
C19orf18 grey
Znf274 MH_12
Znf8 MH_03
Zscan22 MH_04
Rps5 MH_03
Znf324b MH_17
Znf446 MH_14
Trim28 MH_02
Lig1 MH_01
Pla2g4c MH_24
Cabp5 MH_14
Bsph1 MH_24
Dprx MH_24
Znf541 MH_23
Napa MH_29
Kptn MH_04
Slc8a2 MH_24
Bbc3 grey
Zc3h4 MH_16
Tmem160 MH_06
Ap2s1 MH_04
Slc1a5 MH_30
Strn4 MH_27
Prkd2 MH_14
Dact3 MH_01
Gng8 MH_30
Ptgir MH_01
Pnmal2 MH_23
Pnmal1 MH_25
Ccdc8 MH_25
Ceacam3 MH_24
Igfl3 MH_29
Micb MH_11
Pglyrp1 MH_04
Nova2 MH_24
Nanos2 MH_20
Mypop MH_17
Irf2bp1 MH_10
Sympk MH_14
Rsph6a MH_22
Dmwd MH_20
Dmpk MH_22
Six5 grey
Fbxo46 MH_03
Snrpd2 MH_03
Eml2 MH_27
Gpr4 MH_14
Opa3 MH_03
Rtn2 MH_04
Ercc1 MH_03
Ppp1r13l MH_18
Ercc2 MH_17
Ckm grey
Exoc3l2 grey
Trappc6a MH_04
Nkpd1 MH_24
Znf296 MH_04
Ceacam20 MH_23
Nlrp9 MH_27
Nlrp4 MH_04
Nlrp5 MH_01
Zfp112 MH_27
Znf235 MH_22
Lypd5 MH_22
Kcnn4 MH_16
Smg9 MH_15
Plaur MH_14
Cadm4 MH_14
Znf428 MH_01
Irgq MH_04
Xrcc1 MH_02
Ethe1 MH_04
Phldb3 MH_27
Lypd3 MH_28
Dmrtc2 grey
Cd79a grey
Arhgef1 MH_14
Znf574 MH_12
Znf526 MH_04
Prr19 MH_25
Tmem145 MH_24
Megf8 MH_23
Atp5sl MH_14
B3gnt8 MH_14
Exosc5 MH_02
B9d2 MH_04
Tgfb1 MH_29
Hnrnpul1 MH_30
Cyp2b6 grey
Cyp2a6 MH_06
Cyp2g1p grey
Cyp2f1 MH_29
C19orf54 MH_14
Adck4 MH_04
Numbl MH_26
Blvrb MH_12
Sertad3 MH_23
Sertad1 MH_29
Prx MH_22
Hipk4 MH_23
C19orf47 MH_01
Akt2 grey
Ttc9b MH_14
Dyrk1b MH_27
Eid2 MH_02
Eid2b MH_20
Rps16 MH_21
Paf1 MH_27
Lrfn1 MH_11
Il28b MH_23
Sycn MH_23
Fbxo27 MH_01
Fbxo17 grey
Sars2 grey
Sirt2 MH_07
Rinl MH_03
Hnrnpl MH_01
Ech1 MH_06
Capn12 MH_01
Map4k1 MH_03
Ryr1 MH_27
Rasgrp4 MH_21
Ggn MH_28
Ppp1r14a MH_21
Dpf1 MH_24
Znf565 MH_17
Zfp30 grey
Znf790 MH_17
Znf420 MH_02
Znf383 grey
Znf260 MH_17
Znf382 MH_27
Cox7a1 MH_04
Polr2i MH_04
Clip3 MH_02
Alkbh6 MH_27
C19orf46 MH_11
Sdhaf1 MH_27
Tyrobp MH_11
Nfkbid MH_28
Nphs1 MH_22
Hspb6 MH_01
U2af1l4 MH_01
Atp4a MH_25
Loc100506469 MH_14
Dmkn MH_28
Krtdap MH_28
Lsr MH_07
Fam187b grey
Lgi4 MH_29
Pepd MH_02
Cebpa MH_02
Slc7a10 MH_23
Rhpn2 MH_27
Cep89 MH_01
Slc7a9 MH_21
Ankrd27 MH_02
Znf507 MH_02
Tshz3 MH_21
C19orf12 MH_14
Znf619 MH_03
Vstm2b MH_28
Siglec5 MH_06
Siglec10 MH_28
Lim2 MH_10
Nkg7 MH_03
Cldnd2 MH_28
Etfb MH_04
Vsig10l MH_25
Znf658 MH_14
Znf81 MH_16
Znf175 MH_10
Ctu1 MH_23
Klk14 MH_14
Klk13 MH_24
Klk12 MH_24
Klk11 MH_24
Klk10 MH_24
Klk9 MH_21
Klk8 MH_14
Klk6 MH_29
Klk4 MH_23
Klk15 MH_21
C19orf48 MH_14
Snord88c MH_27
Snord88a MH_23
Shank1 MH_14
Syt3 MH_24
Lrrc4b grey
Josd2 MH_04
Fam71e1 MH_28
Napsa MH_03
Kcnc3 MH_21
Izumo2 MH_25
Vrk3 MH_04
Akt1s1 MH_14
Pnkp MH_04
Fuz MH_23
Tsks MH_24
Irf3 MH_14
Rras MH_03
Nosip MH_06
Pih1d1 MH_01
Slc17a7 grey
Pth2 MH_23
Tead2 MH_23
Slc6a16 MH_24
Hrc MH_21
C19orf73 grey
Kcna7 MH_10
Ntf4 MH_02
Lhb MH_28
Gys1 MH_18
Tulp2 MH_12
Plekha4 MH_28
Hsd17b14 MH_31
Bcat2 MH_03
Fut1 MH_11
Izumo1 MH_23
Mamstr grey
Ca11 MH_14
Dbp MH_14
Rpl18 MH_02
Fam83e MH_22
Lmtk3 MH_29
Grin2d MH_24
Kdelr1 MH_03
Tmem143 MH_20
Ccdc114 MH_22
Nomo1 MH_01
Otog grey
Myod1 MH_28
Kcnc1 MH_23
Gtf2h1 MH_09
Ldha MH_09
Ldhc MH_22
Loc100506540 grey
Tmem86a MH_25
Zdhhc13 MH_02
Nav2 MH_03
Htatip2 MH_04
Prmt3 MH_15
Slc6a5 MH_24
Nell1 grey
Ano5 MH_04
Slc17a6 MH_27
Gas2 MH_07
Luzp2 MH_20
Siglecp3 MH_21
Tubgcp5 MH_27
Cyfip1 MH_08
Herc2 MH_17
Oca2 MH_21
Gabrb3 MH_21
Atp10a MH_27
Ndn MH_26
Magel2 MH_24
Otud7a MH_24
Trpm1 MH_10
Mtmr10 MH_19
Mcee MH_02
Apba2 grey
Tarsl2 MH_02
Tm2d3 MH_17
Pcsk6 MH_20
Snrpa1 MH_02
Sels MH_06
Chsy1 MH_06
Cers3 MH_10
Adamts17 grey
Lysmd4 MH_25
Ttc23 MH_02
Igf1r MH_27
Fam169b MH_24
Loc100130976 MH_24
Fam174b MH_04
Akap13 MH_27
Klhl25 MH_02
Agbl1 MH_24
Mrps11 MH_01
Aen MH_31
Isg20 MH_06
Acan MH_24
Abhd2 MH_05
Fanci MH_01
C15orf42 MH_01
Kif7 MH_20
Wdr93 MH_10
Mesp2 MH_24
Ap3s2 MH_04
Znf710 MH_14
Sema4b MH_14
C15orf58 MH_17
Ttll13 MH_23
Ngrn MH_02
Vps33b MH_04
Prc1 MH_01
Hddc3 MH_03
Zscan2 grey
Znf592 MH_14
Alpk3 grey
Slc28a1 MH_24
Pde8a MH_08
Whamm MH_12
Sh3gl3 MH_02
Adamtsl3 MH_27
Eftud1 grey
Mex3b MH_27
Tmc3 MH_21
Stard5 MH_11
Nox4 MH_14
Grm5 MH_24
Ctsc MH_03
Rab38 MH_24
Fzd4 MH_27
Prss23 MH_22
Me3 MH_23
Picalm MH_27
Sytl2 MH_28
Ccdc89 MH_24
Crebzf MH_24
Dlg2 MH_04
Ccdc90b MH_10
Rab30 MH_24
Prcp MH_06
Fam181b MH_01
Odz4 MH_27
Nars2 MH_24
Gab2 MH_04
Kctd21 MH_02
Alg8 MH_16
Kctd14 MH_24
Ints4 MH_03
Rsf1 MH_02
Clns1a MH_02
Pak1 MH_13
Gdpd4 MH_24
Gucy2e MH_21
Lrrc32 MH_27
Prkrir MH_27
Wnt11 MH_24
Map6 MH_04
Gdpd5 MH_07
Klhl35 MH_28
Arrb1 MH_27
Slco2b1 MH_23
Or2at4 MH_14
Xrra1 MH_28
Chrdl2 MH_29
Lipt2 MH_15
Kcne3 MH_24
Pgm2l1 MH_27
P4ha3 MH_28
C2cd3 MH_17
Ucp3 MH_14
Ucp2 MH_30
Chchd8 MH_04
Rab6a MH_27
Fam168a MH_03
Fchsd2 MH_17
Stard10 MH_04
Arap1 MH_17
Pde2a MH_18
Clpb MH_02
C11orf51 MH_01
Lamtor1 MH_03
Numa1 MH_14
Art1 grey
Pgap2 MH_30
Stim1 MH_14
Rrm1 MH_01
Or52b4 MH_24
Or52k2 MH_24
Or52m1 MH_29
Or51h1p MH_26
Or52i2 MH_13
Or51d1 MH_28
Or51e1 MH_21
Or51f2 MH_25
Or51t1 MH_24
Or51a7 MH_21
Or51f1 MH_22
Or52j3 MH_23
Or52b6 MH_04
Or52a5 MH_21
Or51b6 MH_27
Or51m1 MH_14
Or51j1 MH_21
Or51q1 MH_09
Or51i2 MH_31
Or52d1 MH_24
Trim6 MH_20
Trim34 MH_17
Or56b1 grey
Or56b2p MH_18
Or52n5 MH_24
Or52e4 MH_29
Or52e5 MH_24
Or56a3 MH_12
Or56b4 MH_27
Or52w1 grey
Cnga4 MH_31
Cckbr MH_30
Smpd1 MH_28
Fxc1 MH_30
Or10a5 MH_24
Or10a2 MH_04
Or10a4 MH_24
Nlrp14 MH_24
Rbmxl2 MH_14
Syt9 grey
Olfml1 MH_10
Ppfibp2 MH_24
Or10ab1p MH_21
Or5p3 MH_24
Or5e1p grey
Eif3f MH_02
Tub MH_24
Rpl27a MH_04
Akip1 MH_02
Ipo7 MH_27
Snora23 MH_20
Znf143 MH_02
Wee1 MH_01
Swap70 MH_07
Adm grey
Ampd3 MH_14
Ctr9 MH_09
Usp47 MH_04
Mical2 MH_18
Parva MH_23
Tead1 MH_02
Rassf10 MH_24
Arntl MH_27
Far1 MH_07
Spon1 MH_14
Pde3b MH_27
Calcb MH_31
Insc MH_27
C11orf58 MH_02
Nucb2 MH_10
Xylt1 MH_07
Tmc5 MH_24
Ccp110 MH_09
C16orf62 MH_03
Acsm5 MH_21
Acsm2a MH_24
Acsm1 MH_24
Acsm4 grey
Loc81691 MH_14
Lyrm1 MH_19
Tmem159 MH_07
Crym-as1 MH_24
Uqcrc2 MH_02
C16orf52 MH_27
Vwa3a MH_24
Loc100288072 MH_18
Eef2k MH_14
Polr3e MH_02
Mettl9 MH_14
Otoa MH_12
Hs3st2 MH_15
Scnn1g MH_24
Scnn1b MH_16
Gga2 MH_02
Ubfd1 MH_02
Dctn5 MH_01
Plk1 MH_01
Chp2 MH_25
Prkcb MH_14
Cacng3 MH_23
Rbbp6 MH_16
Tnrc6a MH_13
Lcmt1 MH_04
Aqp8 MH_03
Hs3st4 grey
Jmjd5 MH_04
Il4r MH_14
Il21r MH_27
Kiaa0556 MH_06
Sbk1 MH_16
Rabep2 MH_02
Tufm MH_04
Apobr MH_07
Ccdc101 MH_14
Bola2 MH_10
Mapk3 MH_01
Gdpd3 MH_20
Ypel3 MH_14
Tbx6 MH_14
Fam57b MH_24
Hirip3 MH_01
Kctd13 MH_03
Sez6l2 MH_25
Cdipt MH_16
C16orf53 MH_02
C16orf54 MH_16
Mylpf MH_02
Znf48 MH_17
Znf771 grey
Itgal MH_27
Fbrs MH_30
Srcap MH_17
Snora30 MH_21
Phkg2 MH_02
Rnf40 MH_27
Ctf1 MH_21
Fbxl19 MH_28
Orai3 MH_03
Setd1a MH_26
Stx4 MH_17
Znf646 MH_13
Bckdk MH_02
Kat8 MH_02
Fus MH_27
Trim72 MH_10
Itgam MH_11
Itgax MH_07
Itgad MH_11
Tgfb1i1 MH_14
Slc5a2 MH_14
Bag3 MH_29
Inpp5f MH_11
Sec23ip MH_02
Ppapdc1a MH_22
Wdr11 MH_17
Tacc2 MH_06
Btbd16 MH_21
Plekha1 MH_12
Htra1 MH_20
Fam24a MH_27
Pstk MH_02
Acadsb MH_23
Hmx3 MH_21
Hmx2 MH_22
Bub3 MH_01
Cpxm2 MH_20
Nkx1-2 MH_18
Lhpp MH_04
Fam175b MH_27
Zranb1 MH_27
C10orf137 MH_27
Bccip MH_04
Fank1 grey
Nps MH_21
Foxi2 grey
Ptpre MH_04
Mgmt MH_02
Glrx3 MH_04
Ppp2r2d MH_27
Jakmip3 MH_20
Dpysl4 MH_22
Lrrc27 MH_22
Pwwp2b MH_19
Inpp5a MH_27
Gpr123 MH_14
Kndc1 MH_01
Utf1 MH_27
Znf511 MH_03
Paox MH_01
Mtg1 MH_02
Loc619207 MH_05
Cyp2e1 MH_23
Scgb1c1 MH_24
Odf3 MH_24
Ric8a MH_27
Psmd13 MH_01
Nlrp6 MH_21
Athl1 MH_06
Ifitm1 MH_07
B4galnt4 MH_28
Pkp3 MH_07
Ptdss2 MH_04
Lrrc56 grey
Rassf7 MH_20
Phrf1 MH_27
Drd4 MH_24
Tmem80 MH_20
Taldo1 MH_04
Cend1 MH_22
Rplp2 MH_14
Pnpla2 MH_06
Efcab4a MH_18
Cd151 grey
Tspan4 MH_24
Ap2a2 grey
Muc5ac MH_23
Muc5b MH_27
Syt8 MH_25
Tnni2 MH_25
Lsp1 MH_07
Tnnt3 MH_18
Mrpl23 MH_02
Igf2-as MH_24
Tspan32 MH_04
Cd81 MH_04
Tssc4 MH_04
Kcnq1 MH_21
Slc22a18 grey
Dhcr7 MH_16
Shank2 MH_21
Fgf3 MH_03
Fgf4 MH_24
Fgf19 MH_24
Oraov1 MH_04
Mrgprf MH_30
Mrgprd MH_22
Loc284379 MH_23
Tarm1 MH_05
Oscar MH_27
Tfpt MH_04
Leng1 MH_10
Mboat7 MH_04
Lilrb5 MH_28
Lair1 MH_15
Leng9 MH_10
Cdc42ep5 MH_12
Gp6 MH_20
Rdh13 MH_14
Ppp1r12c MH_27
Tnnt1 MH_02
Tnni3 MH_03
Syt5 MH_29
Ptprh MH_25
Tmem86b MH_25
Ppp6r1 MH_14
Hspbp1 MH_02
Cox6b2 MH_02
Fam71e2 MH_24
Il11 grey
Tmem238 MH_06
Ube2s MH_01
Shisa7 MH_23
Sbk2 MH_19
Sgk110 grey
Znf579 MH_14
Fiz1 MH_14
Rfpl4a MH_24
Nlrp2 MH_27
Znf787 MH_04
Znf583 MH_10
Peg3 MH_12
Znf773 MH_12
Clcn4 MH_04
Zik1 MH_01
Znf551 MH_14
Zscan18 MH_24
Znf329 MH_26
Zbtb45 MH_03
Chmp2a MH_04
Ube2m MH_28
Mzf1 MH_12
Fksg83 MH_10
C19orf68 MH_12
Sult2a1 MH_21
Tprxl grey
Crx MH_21
Sepw1 MH_03
Gltscr2 MH_02
Snord23 MH_29
Ehd2 MH_28
Gltscr1 MH_14
Dhx34 MH_02
Gpr77 MH_20
C5ar1 MH_24
Prr24 MH_12
Ccdc9 MH_27
Sae1 MH_04
Npas1 MH_24
Arhgap35 MH_14
Fkrp MH_04
Loc100506068 MH_12
Ppp5c MH_15
Hif3a MH_14
Ccdc61 MH_01
Foxa3 MH_25
Qpctl MH_04
Gipr MH_24
Vasp MH_29
Ppm1n MH_24
Fosb MH_29
Cd3eap MH_02
Klc3 MH_29
Mark4 MH_27
Bloc1s3 MH_04
Ppp1r37 MH_27
Gemin7 MH_04
Clasrp MH_10
Relb MH_27
Clptm1 MH_30
Apoe MH_12
Tomm40 grey
Pvrl2 MH_24
Bcam MH_01
Cblc MH_21
Bcl3 MH_27
Ceacam16 MH_29
Ceacam19 MH_21
Pvr MH_27
Igsf23 MH_18
Znf227 MH_21
Irgc MH_21
Loc390940 MH_27
Znf575 MH_20
Tex101 MH_24
Cd177 MH_27
Lypd4 MH_23
Loc390937 MH_21
Rabac1 MH_12
Atp1a3 MH_26
Grik5 MH_01
Pou2f2 MH_08
Dedd2 MH_27
Erf MH_30
Pafah1b3 MH_04
Cnfn MH_21
Cxcl17 MH_23
Ceacam1 MH_20
Ceacam21 MH_26
C19orf69 MH_24
Bckdha MH_04
Tmem91 MH_26
Ccdc97 MH_26
Axl MH_04
Cyp2s1 MH_14
Egln2 MH_27
Mia MH_23
Itpkc MH_27
Ltbp4 MH_21
Shkbp1 MH_04
Sptbn4 grey
Pld3 MH_30
Map3k10 grey
Znf780b MH_03
Psmc4 MH_04
Selv MH_28
Dll3 grey
Timm50 MH_03
Supt5h MH_14
Plekhg2 MH_16
Zfp36 MH_14
Med29 MH_02
Samd4b MH_27
Il28a MH_12
Nccrp1 MH_04
Pak4 MH_09
Papl MH_24
Mrps12 MH_03
Nfkbib MH_29
Actn4 MH_28
Eif3k MH_03
Fam98c MH_19
Spred3 MH_25
Psmd8 MH_07
Catsperg MH_17
Kcnk6 MH_07
C19orf33 MH_14
Spint2 MH_04
Sipa1l3 MH_17
Znf585a MH_23
Znf569 MH_14
Zfp14 MH_02
Zfp82 MH_17
Znf566 MH_14
Znf146 MH_21
Capns1 MH_07
Tbcb MH_04
Lrfn3 MH_11
Hcst MH_04
Aplp1 grey
Kirrel2 MH_20
Arhgap33 MH_01
C19orf55 MH_14
Lin37 MH_02
Mll4 MH_13
Zbtb32 MH_04
Upk1a MH_04
Cox6b1 MH_04
Etv2 MH_01
Haus5 MH_25
Tmem147 MH_04
Gapdhs MH_14
Ffar2 MH_14
Ffar3 MH_19
Ffar1 MH_22
Cd22 MH_02
Mag MH_24
Fxyd5 MH_30
Fxyd7 MH_24
Fxyd1 MH_12
Hpn MH_20
Scn1b MH_28
Gramd1a MH_31
Wtip MH_28
Uba2 MH_09
Pdcd2l MH_04
Gpi MH_07
Kiaa0355 MH_27
Lsm14a MH_17
Kctd15 MH_21
Chst8 MH_21
Cebpg MH_27
Lrp3 grey
Wdr88 MH_24
Gpatch1 MH_02
C19orf40 MH_01
Tdrd12 MH_24
Nudt19 MH_02
Rgs9bp MH_10
Dpy19l3 MH_04
Znf536 MH_04
C19orf2 MH_02
Ccne1 MH_01
Plekhf1 MH_05
Pop4 MH_07
C2orf78 MH_21
Znf141 MH_14
Iglon5 grey
Cd33 MH_24
Siglec7 MH_11
Clec11a MH_12
C19orf81 MH_01
C19orf63 MH_03
Mybpc2 MH_14
Spib grey
Pold1 MH_01
Nr1h2 MH_29
Myh14 MH_23
Znf473 MH_24
Atf5 MH_21
Tbc1d17 MH_09
Ptov1 MH_14
Med25 MH_28
Ap2a1 MH_30
Cpt1c MH_25
Prmt1 MH_01
Scaf1 MH_27
Prr12 MH_14
Prrg2 MH_19
Rcn3 MH_14
Fcgrt MH_18
Rps11 MH_03
Snord35b MH_16
Aldh16a1 MH_04
Ccdc155 MH_21
Dkkl1 MH_04
Cd37 MH_16
Trpm4 MH_04
Ppfia3 MH_21
Lin7b MH_27
Snrnp70 MH_26
Ruvbl2 MH_02
Bax MH_04
Dhdh MH_03
Nucb1 MH_07
Ppp1r15a MH_29
Fut2 MH_23
Sphk2 MH_14
Spaca4 MH_27
Cyth2 MH_29
Kcnj14 MH_24
Grwd1 MH_17
Syngr4 grey
Emp3 MH_16
Kcnj11 MH_29
Abcc8 MH_12
Ush1c MH_24
Sergef MH_03
Tph1 MH_21
Saal1 MH_04
Hps5 MH_26
Tsg101 MH_27
Uevld MH_01
Ptpn5 MH_29
Mrgprx4 MH_19
Mrgprx2 MH_25
Mrgprx1 MH_21
Csrp3 MH_21
E2f8 MH_01
Dbx1 MH_01
Fancf MH_09
Svip MH_20
Nipa2 MH_07
Nipa1 MH_14
Gabra5 grey
Ipw grey
Mkrn3 MH_24
Chrna7 MH_24
Klf13 MH_14
Fan1 grey
Mphosph10 MH_02
Fam189a1 MH_27
Ndnl2 MH_02
Tjp1 grey
Lrrk1 MH_18
Aldh1a3 MH_23
Asb7 MH_27
Mef2a MH_28
Lrrc28 MH_17
Synm MH_22
Pgpep1l MH_14
Arrdc4 MH_10
Nr2f2 MH_22
Mctp2 MH_26
Chd2 MH_27
St8sia2 MH_10
Slco3a1 MH_14
Sv2b MH_24
Ntrk3 MH_04
Mrpl46 MH_02
Det1 MH_14
Hapln3 MH_24
Mfge8 MH_09
Rlbp1 MH_23
Polg MH_19
Rhcg MH_26
Plin1 MH_24
Pex11a MH_04
Mesp1 MH_10
C15orf38 MH_25
Idh2 MH_14
Cib1 MH_03
Rccd1 MH_14
Unc45a MH_27
Man2a2 MH_14
Fes MH_28
Furin MH_28
Blm MH_01
Crtc3 MH_14
Iqgap1 MH_27
Wdr73 MH_17
Nmb MH_06
Sec11a MH_04
Rps17 MH_29
Cpeb1 MH_22
Ap3b2 MH_19
Fsd2 MH_11
Homer2 MH_23
C15orf40 MH_04
Btbd1 MH_09
Hdgfrp3 MH_04
Bnc1 MH_24
Fam154b MH_24
Il16 MH_17
C15orf26 MH_28
Mesdc1 grey
Kiaa1199 grey
Fam108c1 MH_27
Arnt2 MH_25
Fah MH_08
Zfand6 MH_25
Or14c36 MH_26
Or13g1 MH_24
Or6f1 grey
Or14a16 MH_24
Or14i1 grey
Folh1 MH_24
Tyr MH_24
Rps13 MH_02
Tmem135 MH_29
Ccdc81 MH_23
C11orf73 MH_04
Eed MH_09
Ccdc83 MH_24
Tmem126a MH_04
Tmem126b MH_02
Ankrd42 MH_22
Pcf11 MH_14
C11orf82 MH_01
Usp35 MH_22
Thrsp MH_24
C11orf67 MH_02
Aqp11 MH_10
Myo7a MH_14
Capn5 MH_23
Omp MH_23
B3gnt6 grey
Acer3 MH_09
C11orf30 MH_27
Uvrag MH_14
Dgat2 MH_05
Serpinh1 MH_21
Rps3 MH_02
Snord15a MH_25
Neu3 MH_27
Spcs2 MH_02
Rnf169 MH_12
Pold3 MH_01
Ppme1 MH_27
Dnajb13 MH_10
Plekhb1 MH_27
Relt MH_14
Arhgef17 MH_21
P2ry6 grey
P2ry2 MH_21
Atg16l2 MH_27
Art2p MH_27
Inppl1 MH_06
Folr2 MH_23
Folr1 MH_23
Il18bp MH_14
Rnf121 MH_27
Art5 MH_10
Chrna10 MH_13
Nup98 MH_27
Rhog MH_30
Trim21 MH_02
Trim68 MH_08
Or52r1 MH_21
Or51s1 MH_25
Or51a6p MH_18
Or51g2 MH_24
Or51g1 MH_19
Or51a2 MH_27
Or52e2 MH_14
Or51v1 MH_25
Or52a1 MH_12
Hbd MH_23
Hbg2 MH_18
Hbe1 grey
Or51b4 MH_21
Or51b2 MH_24
Or51i1 MH_21
Ubqln3 MH_21
Ubqlnl MH_18
Or52h1 MH_14
Or52n4 MH_24
Usp17l2 grey
Or52e6 MH_31
Or56a5 MH_10
Or56a4 grey
Or52l1 MH_21
Or52b2 grey
Fam160a2 MH_05
Prkcdbp MH_25
Apbb1 grey
Trim3 MH_28
Tpp1 MH_03
Dchs1 MH_23
Mrpl17 MH_03
Or2ag1 MH_24
Or2ag2 grey
Or6a2 grey
Or2d2 MH_21
Cyb5r2 grey
Ovch2 grey
Or5p2 MH_24
Or10a6 MH_10
Or10a3 MH_24
Ric3 MH_24
Lmo1 MH_21
Stk33 MH_21
Trim66 MH_22
St5 MH_23
C11orf16 MH_29
Ascl3 MH_18
Tmem9b MH_14
Nrip3 MH_21
Scube2 MH_24
Dennd5a MH_27
Tmem41b MH_27
Sbf2 MH_10
Rnf141 MH_02
Lyve1 MH_12
Mrvi1 grey
Eif4g2 MH_27
Galntl4 MH_24
Dkk3 MH_05
Btbd10 MH_09
Pth MH_21
Rras2 MH_15
Copb1 MH_07
Psma1 MH_04
Calca MH_29
Sox6 MH_24
Plekha7 MH_28
Pik3c2a MH_14
Arl6ip1 MH_01
Smg1 MH_13
Syt17 MH_04
Itpripl2 MH_07
Coq7 MH_02
Tmc7 grey
Gde1 MH_01
C16orf88 MH_21
Gprc5b MH_12
Gpr139 grey
Gp2 MH_21
Umod grey
Pdilt grey
Thumpd1 MH_14
Eri2 MH_01
Dcun1d3 MH_12
Zp2 MH_24
Crym MH_24
Pdzd9 MH_12
Cdr2 MH_27
Igsf6 MH_11
Usp31 MH_14
Cog7 MH_02
